8.19 14.55 11.85 13.67 13.30 14.51 12.58 11.98 14.49 14.04 0.00 13.36 14.43 13.77 14.51 14.71 12.62 14.52 13.92 13.73 14.66 14.39 14.79 14.29 14.08 14.31 14.79 13.50 14.22 9.95 14.84 11.33 5.08 13.82 14.65 14.71 12.99 13.88 11.16 13.23 14.19 14.69 14.19 14.29 12.70 14.76 10.49 14.36 11.68 8.76 12.17 4.81 11.10 8.86 10.84 4.44 5.87 2.70
11.15 6.80 5.47 1.09 5.00 3.39 2.45 10.67 5.42 4.26 13.36 0.00 9.44 6.72 4.24 5.23 4.87 2.74 2.80 7.98 1.88 8.74 1.55 1.25 1.65 5.41 8.02 3.61 7.96 4.50 8.76 7.70 8.91 3.41 4.81 1.35 16.59 6.31 2.39 0.97 0.88 5.82 2.13 5.98 9.18 9.17 5.20 7.25 2.63 7.12 3.20 15.80 11.55 10.00 3.08 10.94 9.96 16.01
7.01 2.96 4.34 8.49 4.44 6.60 7.04 3.34 4.41 5.40 14.43 9.44 0.00 2.75 5.68 4.75 4.62 7.32 6.86 1.46 8.49 0.75 9.28 8.89 8.18 4.32 1.79 5.89 1.55 6.83 1.05 3.25 12.90 6.20 5.15 9.79 9.14 3.20 8.31 8.47 9.38 4.09 7.72 3.70 1.77 0.57 5.56 2.36 7.30 6.02 6.40 13.76 4.84 5.85 7.59 14.95 8.58 16.88
7.55 0.81 2.17 5.75 1.72 3.88 4.36 4.97 1.80 2.67 13.77 6.72 2.75 0.00 3.00 2.17 2.03 4.59 4.11 1.35 5.75 2.03 6.54 6.14 5.43 1.66 1.42 3.15 1.24 4.77 2.06 2.82 11.34 3.45 2.52 7.05 11.20 0.48 5.82 5.75 6.63 1.60 4.98 1.10 3.08 2.45 3.64 0.69 4.75 5.01 3.79 14.04 6.32 6.21 5.19 13.50 8.24 16.38
9.72 2.77 3.15 3.15 1.69 0.94 2.48 7.82 1.29 0.51 14.51 4.24 5.68 3.00 0.00 1.02 2.18 1.68 1.44 4.35 2.87 4.94 3.68 3.37 2.69 1.37 4.03 1.07 4.14 4.59 4.82 5.18 11.10 0.94 0.59 4.22 14.06 2.53 4.34 3.32 3.91 1.67 2.19 1.98 6.00 5.30 4.12 3.33 3.31 6.24 2.47 15.69 9.06 8.38 4.11 13.30 9.64 17.21
9.36 1.80 2.97 4.15 1.43 1.95 3.28 7.12 0.38 1.02 14.71 5.23 4.75 2.17 1.02 0.00 2.10 2.69 2.43 3.48 3.88 4.00 4.69 4.39 3.70 0.55 3.04 1.79 3.21 4.94 3.84 4.68 11.59 1.84 0.43 5.24 13.36 1.70 5.09 4.29 4.92 0.67 3.21 1.08 5.25 4.33 4.22 2.39 4.01 6.18 3.07 15.57 8.43 8.01 4.73 13.79 9.57 17.39
7.55 2.46 0.97 4.00 0.68 2.71 2.43 6.00 1.88 1.66 12.62 4.87 4.62 2.03 2.18 2.10 0.00 3.25 2.61 3.16 4.26 3.97 4.98 4.50 3.81 1.70 3.44 1.61 3.23 2.98 4.07 3.15 9.67 2.03 2.10 5.42 12.15 1.77 3.79 3.92 4.93 2.13 3.45 1.84 4.36 4.42 2.13 2.68 2.72 4.11 1.78 13.54 7.10 6.22 3.17 11.85 7.51 15.30
10.64 4.44 4.16 1.65 3.03 0.74 1.94 9.21 2.97 1.92 14.52 2.74 7.32 4.59 1.68 2.69 3.25 0.00 0.69 5.93 1.19 6.58 2.00 1.72 1.10 3.02 5.70 1.63 5.77 4.67 6.48 6.39 10.65 1.22 2.26 2.55 15.40 4.12 3.60 1.95 2.27 3.35 0.61 3.64 7.47 6.95 4.66 4.98 2.85 6.85 2.46 16.19 10.35 9.34 3.70 12.80 10.14 17.22
9.95 4.07 3.49 1.73 2.47 0.71 1.37 8.60 2.64 1.50 13.92 2.80 6.86 4.11 1.44 2.43 2.61 0.69 0.00 5.44 1.66 6.13 2.44 2.03 1.32 2.65 5.31 1.02 5.33 4.02 6.08 5.75 10.16 0.66 2.01 2.93 14.76 3.67 3.16 1.88 2.54 3.04 0.87 3.24 6.90 6.53 3.97 4.57 2.30 6.16 1.79 15.52 9.71 8.66 3.15 12.33 9.46 16.62
6.87 1.79 2.93 7.05 3.00 5.23 5.58 3.81 3.12 4.02 13.73 7.98 1.46 1.35 4.35 3.48 3.16 5.93 5.44 0.00 7.09 0.86 7.88 7.46 6.75 2.99 1.13 4.46 0.54 5.49 1.17 2.41 11.79 4.78 3.85 8.37 9.98 1.82 6.87 7.02 7.94 2.86 6.31 2.40 1.90 1.33 4.24 1.20 5.84 5.06 4.94 13.54 5.25 5.58 6.16 13.89 7.99 16.27
11.41 5.63 5.10 1.02 4.13 1.93 2.36 10.25 4.15 3.08 14.66 1.88 8.49 5.75 2.87 3.88 4.26 1.19 1.66 7.09 0.00 7.75 0.81 0.65 0.59 4.21 6.88 2.68 6.94 5.08 7.67 7.37 10.49 2.31 3.45 1.37 16.39 5.29 3.51 1.47 1.19 4.54 0.81 4.82 8.57 8.13 5.35 6.16 3.10 7.49 3.08 16.66 11.33 10.15 3.87 12.58 10.66 17.34
7.24 2.21 3.79 7.78 3.74 5.85 6.36 3.81 3.66 4.66 14.39 8.74 0.75 2.03 4.94 4.00 3.97 6.58 6.13 0.86 7.75 0.00 8.55 8.16 7.45 3.57 1.07 5.17 0.80 6.35 0.50 3.07 12.60 5.47 4.40 9.06 9.79 2.46 7.71 7.77 8.66 3.34 6.99 2.95 2.01 0.47 5.10 1.61 6.67 5.81 5.75 13.97 5.30 6.01 7.02 14.69 8.59 16.89
11.96 6.44 5.78 1.22 4.91 2.74 2.89 10.98 4.96 3.89 14.79 1.55 9.28 6.54 3.68 4.69 4.98 2.00 2.44 7.88 0.81 8.55 0.00 0.56 1.17 5.01 7.69 3.44 7.74 5.48 8.47 8.07 10.44 3.10 4.26 0.58 17.07 6.09 3.66 1.61 0.68 5.35 1.57 5.62 9.32 8.93 5.89 6.97 3.49 7.99 3.65 17.00 12.01 10.73 4.16 12.49 11.05 17.46
11.41 6.09 5.28 0.66 4.47 2.44 2.34 10.48 4.63 3.52 14.29 1.25 8.89 6.14 3.37 4.39 4.50 1.72 2.03 7.46 0.65 8.16 0.56 0.00 0.71 4.66 7.33 3.01 7.36 4.92 8.11 7.56 10.01 2.69 3.95 0.91 16.56 5.70 3.14 1.07 0.56 5.03 1.18 5.27 8.86 8.56 5.34 6.60 2.93 7.44 3.11 16.46 11.50 10.18 3.62 12.08 10.50 16.97
10.85 5.39 4.61 0.59 3.77 1.79 1.78 9.80 3.94 2.81 14.08 1.65 8.18 5.43 2.69 3.70 3.81 1.10 1.32 6.75 0.59 7.45 1.17 0.71 0.00 3.96 6.63 2.30 6.65 4.49 7.40 6.89 9.97 1.98 3.27 1.62 15.90 4.99 2.95 0.98 1.22 4.34 0.51 4.56 8.16 7.85 4.78 5.89 2.51 6.92 2.52 16.07 10.84 9.60 3.28 12.08 10.07 16.78
8.82 1.42 2.50 4.36 1.02 2.29 3.28 6.59 0.20 1.15 14.31 5.41 4.32 1.66 1.37 0.55 1.70 3.02 2.65 2.99 4.21 3.57 5.01 4.66 3.96 0.00 2.68 1.83 2.77 4.64 3.46 4.14 11.32 2.01 0.86 5.55 12.82 1.19 5.02 4.45 5.19 0.48 3.48 0.62 4.72 3.93 3.82 1.96 3.92 5.71 2.95 15.07 7.89 7.47 4.57 13.51 9.09 16.98
8.00 1.25 3.53 7.00 3.06 4.96 5.72 4.80 2.73 3.82 14.79 8.02 1.79 1.42 4.03 3.04 3.44 5.70 5.31 1.13 6.88 1.07 7.69 7.33 6.63 2.68 0.00 4.41 0.59 6.15 0.80 3.50 12.63 4.66 3.47 8.22 10.85 1.73 7.23 7.05 7.85 2.38 6.15 2.07 2.92 1.30 4.96 0.77 6.15 6.06 5.19 14.67 6.27 6.72 6.60 14.77 9.09 17.35
9.07 3.20 2.53 2.60 1.47 1.16 1.49 7.59 1.88 0.77 13.50 3.61 5.89 3.15 1.07 1.79 1.61 1.63 1.02 4.46 2.68 5.17 3.44 3.01 2.30 1.83 4.41 0.00 4.38 3.55 5.16 4.76 10.03 0.43 1.46 3.92 13.76 2.72 3.32 2.64 3.49 2.29 1.88 2.38 5.89 5.59 3.23 3.65 2.26 5.40 1.40 14.83 8.71 7.76 3.04 12.22 8.76 16.20
7.42 1.43 3.16 6.98 2.95 5.05 5.60 4.29 2.87 3.86 14.22 7.96 1.55 1.24 4.14 3.21 3.23 5.77 5.33 0.54 6.94 0.80 7.74 7.36 6.65 2.77 0.59 4.38 0.00 5.77 0.86 2.92 12.17 4.67 3.61 8.26 10.40 1.66 7.00 6.99 7.86 2.56 6.19 2.16 2.38 1.21 4.55 0.83 5.94 5.52 5.00 14.08 5.74 6.13 6.33 14.29 8.51 16.78
6.67 5.37 2.62 4.26 3.64 4.57 2.76 6.84 4.80 4.14 9.95 4.50 6.83 4.77 4.59 4.94 2.98 4.67 4.02 5.49 5.08 6.35 5.48 4.92 4.49 4.64 6.15 3.55 5.77 0.00 6.61 4.03 6.69 3.88 4.79 5.65 12.33 4.65 2.23 3.90 5.06 5.09 4.45 4.82 5.85 6.82 1.28 5.46 2.00 2.64 2.24 11.58 7.42 5.57 1.43 8.88 5.58 12.65
7.74 2.05 4.01 7.76 3.77 5.75 6.42 4.28 3.53 4.59 14.84 8.76 1.05 2.06 4.82 3.84 4.07 6.48 6.08 1.17 7.67 0.50 8.47 8.11 7.40 3.46 0.80 5.16 0.86 6.61 0.00 3.51 12.96 5.42 4.26 9.00 10.19 2.45 7.85 7.79 8.62 3.18 6.93 2.85 2.51 0.52 5.38 1.51 6.79 6.22 5.85 14.47 5.78 6.51 7.19 15.06 9.06 17.36
4.74 3.62 2.28 7.00 3.49 5.84 5.29 2.97 4.32 4.70 11.33 7.70 3.25 2.82 5.18 4.68 3.15 6.39 5.75 2.41 7.37 3.07 8.07 7.56 6.89 4.14 3.50 4.76 2.92 4.03 3.51 0.00 9.67 5.18 4.90 8.45 9.02 3.15 5.96 6.82 7.93 4.28 6.57 3.76 1.86 3.47 2.80 3.23 5.16 2.77 4.52 11.24 3.96 3.39 5.14 11.71 5.59 13.86
8.81 12.01 9.18 9.46 10.32 10.83 8.79 11.52 11.48 10.72 5.08 8.91 12.90 11.34 11.10 11.59 9.67 10.65 10.16 11.79 10.49 12.60 10.44 10.01 9.97 11.32 12.63 10.03 12.17 6.69 12.96 9.67 0.00 10.26 11.40 10.25 14.82 11.28 7.05 9.02 9.79 11.78 10.19 11.50 11.44 13.04 7.71 12.02 7.87 6.93 8.63 9.13 11.25 8.70 7.03 2.20 6.04 7.45
9.50 3.42 2.96 2.36 1.82 0.74 1.55 7.99 2.01 0.86 13.82 3.41 6.20 3.45 0.94 1.84 2.03 1.22 0.66 4.78 2.31 5.47 3.10 2.69 1.98 2.01 4.66 0.43 4.67 3.88 5.42 5.18 10.26 0.00 1.45 3.60 14.17 3.00 3.41 2.46 3.20 2.42 1.53 2.59 6.27 5.87 3.63 3.91 2.41 5.81 1.66 15.23 9.13 8.18 3.23 12.44 9.16 16.53
9.53 2.22 3.03 3.73 1.49 1.52 2.94 7.43 0.74 0.70 14.65 4.81 5.15 2.52 0.59 0.43 2.10 2.26 2.01 3.85 3.45 4.40 4.26 3.95 3.27 0.86 3.47 1.46 3.61 4.79 4.26 4.90 11.40 1.45 0.00 4.81 13.67 2.05 4.77 3.88 4.49 1.09 2.77 1.46 5.58 4.75 4.17 2.79 3.71 6.21 2.81 15.64 8.71 8.18 4.46 13.59 9.61 17.33
12.22 6.97 6.17 1.47 5.39 3.29 3.20 11.39 5.50 4.41 14.71 1.35 9.79 7.05 4.22 5.24 5.42 2.55 2.93 8.37 1.37 9.06 0.58 0.91 1.62 5.55 8.22 3.92 8.26 5.65 9.00 8.45 10.25 3.60 4.81 0.00 17.44 6.60 3.68 1.76 0.58 5.89 2.07 6.15 9.77 9.45 6.17 7.49 3.68 8.22 3.98 17.08 12.38 11.01 4.28 12.26 11.19 17.37
6.16 11.77 11.30 15.97 12.42 14.80 14.25 6.24 12.98 13.62 12.99 16.59 9.14 11.20 14.06 13.36 12.15 15.40 14.76 9.98 16.39 9.79 17.07 16.56 15.90 12.82 10.85 13.76 10.40 12.33 10.19 9.02 14.82 14.17 13.67 17.44 0.00 11.66 14.54 15.76 16.90 12.80 15.58 12.30 8.12 9.71 11.40 11.18 13.96 9.79 13.47 9.38 5.06 6.86 13.71 16.04 8.81 14.32
7.89 0.72 2.11 5.32 1.33 3.41 3.99 5.42 1.33 2.21 13.88 6.31 3.20 0.48 2.53 1.70 1.77 4.12 3.67 1.82 5.29 2.46 6.09 5.70 4.99 1.19 1.73 2.72 1.66 4.65 2.45 3.15 11.28 3.00 2.05 6.60 11.66 0.00 5.53 5.34 6.19 1.17 4.53 0.65 3.54 2.87 3.59 0.96 4.44 5.14 3.47 14.30 6.76 6.54 4.94 13.46 8.43 16.51
8.89 6.17 4.00 2.51 4.23 3.87 1.86 8.89 5.11 4.08 11.16 2.39 8.31 5.82 4.34 5.09 3.79 3.60 3.16 6.87 3.51 7.71 3.66 3.14 2.95 5.02 7.23 3.32 7.00 2.23 7.85 5.96 7.05 3.41 4.77 3.68 14.54 5.53 0.00 2.07 3.11 5.50 3.14 5.43 7.66 8.17 3.21 6.47 1.10 4.86 2.08 13.41 9.59 7.80 0.84 9.20 7.57 13.84
10.46 5.83 4.56 0.45 4.04 2.52 1.53 9.78 4.47 3.31 13.23 0.97 8.47 5.75 3.32 4.29 3.92 1.95 1.88 7.02 1.47 7.77 1.61 1.07 0.98 4.45 7.05 2.64 6.99 3.90 7.79 6.82 9.02 2.46 3.88 1.76 15.76 5.34 2.07 0.00 1.18 4.88 1.36 5.01 8.25 8.20 4.43 6.29 1.92 6.45 2.30 15.40 10.71 9.26 2.56 11.12 9.46 15.91
11.64 6.61 5.65 0.93 4.95 2.99 2.65 10.87 5.16 4.03 14.19 0.88 9.38 6.63 3.91 4.92 4.93 2.27 2.54 7.94 1.19 8.66 0.68 0.56 1.22 5.19 7.85 3.49 7.86 5.06 8.62 7.93 9.79 3.20 4.49 0.58 16.90 6.19 3.11 1.18 0.00 5.56 1.72 5.78 9.29 9.06 5.60 7.11 3.10 7.63 3.43 16.51 11.84 10.44 3.69 11.82 10.60 16.85
9.01 1.14 2.85 4.77 1.46 2.61 3.75 6.57 0.41 1.57 14.69 5.82 4.09 1.60 1.67 0.67 2.13 3.35 3.04 2.86 4.54 3.34 5.35 5.03 4.34 0.48 2.38 2.29 2.56 5.09 3.18 4.28 11.78 2.42 1.09 5.89 12.80 1.17 5.50 4.88 5.56 0.00 3.84 0.52 4.68 3.67 4.23 1.73 4.40 6.04 3.43 15.34 7.92 7.66 5.05 13.97 9.40 17.35
10.65 4.90 4.29 1.04 3.34 1.28 1.68 9.45 3.45 2.34 14.19 2.13 7.72 4.98 2.19 3.21 3.45 0.61 0.87 6.31 0.81 6.99 1.57 1.18 0.51 3.48 6.15 1.88 6.19 4.45 6.93 6.57 10.19 1.53 2.77 2.07 15.58 4.53 3.14 1.36 1.72 3.84 0.00 4.08 7.76 7.38 4.60 5.42 2.53 6.77 2.34 16.02 10.52 9.38 3.35 12.33 9.99 16.89
8.49 0.82 2.45 4.95 1.23 2.90 3.77 6.06 0.72 1.75 14.29 5.98 3.70 1.10 1.98 1.08 1.84 3.64 3.24 2.40 4.82 2.95 5.62 5.27 4.56 0.62 2.07 2.38 2.16 4.82 2.85 3.76 11.50 2.59 1.46 6.15 12.30 0.65 5.43 5.01 5.78 0.52 4.08 0.00 4.18 3.32 3.87 1.35 4.33 5.59 3.35 14.85 7.40 7.14 4.92 13.69 8.94 16.94
5.26 3.67 3.73 8.36 4.45 6.82 6.73 1.92 4.87 5.60 12.70 9.18 1.77 3.08 6.00 5.25 4.36 7.47 6.90 1.90 8.57 2.01 9.32 8.86 8.16 4.72 2.92 5.89 2.38 5.85 2.51 1.86 11.44 6.27 5.58 9.77 8.12 3.54 7.66 8.25 9.29 4.68 7.76 4.18 0.00 2.22 4.59 3.09 6.77 4.52 6.00 12.00 3.36 4.07 6.87 13.44 6.84 15.13
7.48 2.53 4.26 8.19 4.17 6.22 6.81 3.89 4.01 5.05 14.76 9.17 0.57 2.45 5.30 4.33 4.42 6.95 6.53 1.33 8.13 0.47 8.93 8.56 7.85 3.93 1.30 5.59 1.21 6.82 0.52 3.47 13.04 5.87 4.75 9.45 9.71 2.87 8.17 8.20 9.06 3.67 7.38 3.32 2.22 0.00 5.57 1.97 7.13 6.23 6.20 14.22 5.39 6.28 7.48 15.13 8.94 17.24
6.07 4.31 1.48 4.71 2.81 4.37 3.01 5.69 4.00 3.62 10.49 5.20 5.56 3.64 4.12 4.22 2.13 4.66 3.97 4.24 5.35 5.10 5.89 5.34 4.78 3.82 4.96 3.23 4.55 1.28 5.38 2.80 7.71 3.63 4.17 6.17 11.40 3.59 3.21 4.43 5.60 4.23 4.60 3.87 4.59 5.57 0.00 4.32 2.57 2.19 2.27 11.60 6.40 4.84 2.38 9.87 5.54 13.17
7.90 0.61 2.85 6.25 2.29 4.25 4.95 5.01 2.05 3.08 14.36 7.25 2.36 0.69 3.33 2.39 2.68 4.98 4.57 1.20 6.16 1.61 6.97 6.60 5.89 1.96 0.77 3.65 0.83 5.46 1.51 3.23 12.02 3.91 2.79 7.49 11.18 0.96 6.47 6.29 7.11 1.73 5.42 1.35 3.09 1.97 4.32 0.00 5.39 5.60 4.42 14.48 6.43 6.58 5.85 14.17 8.76 16.96
8.55 5.08 3.04 2.27 3.13 2.97 0.93 8.12 4.02 3.02 11.68 2.63 7.30 4.75 3.31 4.01 2.72 2.85 2.30 5.84 3.10 6.67 3.49 2.93 2.51 3.92 6.15 2.26 5.94 2.00 6.79 5.16 7.87 2.41 3.71 3.68 13.96 4.44 1.10 1.92 3.10 4.40 2.53 4.33 6.77 7.13 2.57 5.39 0.00 4.54 0.98 13.56 8.94 7.37 0.85 10.05 7.58 14.38
4.03 5.79 3.21 6.78 4.75 6.55 5.13 4.84 5.90 5.73 8.76 7.12 6.02 5.01 6.24 6.18 4.11 6.85 6.16 5.06 7.49 5.81 7.99 7.44 6.92 5.71 6.06 5.40 5.52 2.64 6.22 2.77 6.93 5.81 6.21 8.22 9.79 5.14 4.86 6.45 7.63 6.04 6.77 5.59 4.52 6.23 2.19 5.60 4.54 0.00 4.43 9.45 5.07 2.96 4.07 8.94 3.41 11.38
8.33 4.10 2.28 2.51 2.15 2.34 0.78 7.48 3.05 2.11 12.17 3.20 6.40 3.79 2.47 3.07 1.78 2.46 1.79 4.94 3.08 5.75 3.65 3.11 2.52 2.95 5.19 1.40 5.00 2.24 5.85 4.52 8.63 1.66 2.81 3.98 13.47 3.47 2.08 2.30 3.43 3.43 2.34 3.35 6.00 6.20 2.27 4.42 0.98 4.43 0.00 13.74 8.41 7.08 1.66 10.82 7.68 14.88
6.75 14.85 12.61 15.80 14.16 15.96 14.34 10.65 15.26 15.17 4.81 15.80 13.76 14.04 15.69 15.57 13.54 16.19 15.52 13.54 16.66 13.97 17.00 16.46 16.07 15.07 14.67 14.83 14.08 11.58 14.47 11.24 9.13 15.23 15.64 17.08 9.38 14.30 13.41 15.40 16.51 15.34 16.02 14.85 12.00 14.22 11.60 14.48 13.56 9.45 13.74 0.00 9.34 7.96 12.84 9.12 6.07 5.12
2.92 6.99 6.23 10.92 7.40 9.77 9.19 1.50 8.06 8.60 11.10 11.55 4.84 6.32 9.06 8.43 7.10 10.35 9.71 5.25 11.33 5.30 12.01 11.50 10.84 7.89 6.27 8.71 5.74 7.42 5.78 3.96 11.25 9.13 8.71 12.38 5.06 6.76 9.59 10.71 11.84 7.92 10.52 7.40 3.36 5.39 6.40 6.43 8.94 5.07 8.41 9.34 0.00 2.55 8.75 12.92 5.50 13.21
1.35 7.00 5.25 9.55 6.71 8.90 7.84 3.13 7.67 7.87 8.86 10.00 5.85 6.21 8.38 8.01 6.22 9.34 8.66 5.58 10.15 6.01 10.73 10.18 9.60 7.47 6.72 7.76 6.13 5.57 6.51 3.39 8.70 8.18 8.18 11.01 6.86 6.54 7.80 9.26 10.44 7.66 9.38 7.14 4.07 6.28 4.84 6.58 7.37 2.96 7.08 7.96 2.55 0.00 6.99 10.38 3.05 11.16
8.10 5.62 3.25 2.96 3.69 3.81 1.78 8.06 4.69 3.77 10.84 3.08 7.59 5.19 4.11 4.73 3.17 3.70 3.15 6.16 3.87 7.02 4.16 3.62 3.28 4.57 6.60 3.04 6.33 1.43 7.19 5.14 7.03 3.23 4.46 4.28 13.71 4.94 0.84 2.56 3.69 5.05 3.35 4.92 6.87 7.48 2.38 5.85 0.85 4.07 1.66 12.84 8.75 6.99 0.00 9.21 6.91 13.54
10.28 14.18 11.35 11.56 12.51 13.01 10.96 13.35 13.67 12.91 4.44 10.94 14.95 13.50 13.30 13.79 11.85 12.80 12.33 13.89 12.58 14.69 12.49 12.08 12.08 13.51 14.77 12.22 14.29 8.88 15.06 11.71 2.20 12.44 13.59 12.26 16.04 13.46 9.20 11.12 11.82 13.97 12.33 13.69 13.44 15.13 9.87 14.17 10.05 8.94 10.82 9.12 12.92 10.38 9.21 0.00 7.48 6.21
2.80 9.04 6.60 9.84 8.15 9.90 8.31 6.18 9.29 9.13 5.87 9.96 8.58 8.24 9.64 9.57 7.51 10.14 9.46 7.99 10.66 8.59 11.05 10.50 10.07 9.09 9.09 8.76 8.51 5.58 9.06 5.59 6.04 9.16 9.61 11.19 8.81 8.43 7.57 9.46 10.60 9.40 9.99 8.94 6.84 8.94 5.54 8.76 7.58 3.41 7.68 6.07 5.50 3.05 6.91 7.48 0.00 8.30
10.31 17.17 14.51 16.36 15.97 17.21 15.28 14.24 17.17 16.74 2.70 16.01 16.88 16.38 17.21 17.39 15.30 17.22 16.62 16.27 17.34 16.89 17.46 16.97 16.78 16.98 17.35 16.20 16.78 12.65 17.36 13.86 7.45 16.53 17.33 17.37 14.32 16.51 13.84 15.91 16.85 17.35 16.89 16.94 15.13 17.24 13.17 16.96 14.38 11.38 14.88 5.12 13.21 11.16 13.54 6.21 8.30 0.00
